村里代碼,村里,選舉人,里長政黨,投票所數量,平均
10004070-006,新竹縣芎林鄉新鳳村,1552,中國國民黨,2,776
10004070-007,新竹縣芎林鄉中坑村,608,無,1,608
10004070-008,新竹縣芎林鄉水坑村,740,中國國民黨,1,740
10004070-009,新竹縣芎林鄉文林村,2346,中國國民黨,2,1173
10004070-010,新竹縣芎林鄉芎林村,1494,中國國民黨,1,1494
10004070-011,新竹縣芎林鄉上山村,3831,無,4,958
10004070-012,新竹縣芎林鄉下山村,1112,中國國民黨,1,1112
10004080-001,新竹縣橫山鄉橫山村,3336,中國國民黨,3,1112
10004080-002,新竹縣橫山鄉田寮村,860,中國國民黨,1,860
10004080-003,新竹縣橫山鄉南昌村,214,中國國民黨,1,214
10004080-004,新竹縣橫山鄉豐鄉村,233,無,1,233
10004080-005,新竹縣橫山鄉豐田村,341,中國國民黨,1,341
10004080-006,新竹縣橫山鄉內灣村,931,中國國民黨,1,931
10004080-011,新竹縣橫山鄉力行村,828,中國國民黨,2,414
10004080-007,新竹縣橫山鄉福興村,472,中國國民黨,1,472
10004080-008,新竹縣橫山鄉沙坑村,1004,中國國民黨,2,502
10004080-009,新竹縣橫山鄉新興村,1540,中國國民黨,2,770
10004080-010,新竹縣橫山鄉大肚村,1484,中國國民黨,1,1484
10004090-001,新竹縣北埔鄉北埔村,1105,中國國民黨,1,1105
10004090-002,新竹縣北埔鄉南興村,1234,中國國民黨,1,1234
10004090-007,新竹縣北埔鄉大湖村,561,中國國民黨,1,561
10004090-003,新竹縣北埔鄉埔尾村,2491,無,2,1246
10004090-004,新竹縣北埔鄉水磜村,802,無,1,802
10004090-005,新竹縣北埔鄉南埔村,384,中國國民黨,1,384
10004090-006,新竹縣北埔鄉大林村,732,中國國民黨,1,732
10004090-008,新竹縣北埔鄉南坑村,352,無,1,352
10004090-009,新竹縣北埔鄉外坪村,285,無,1,285
10004100-001,新竹縣寶山鄉雙溪村,2194,無,2,1097
10004100-010,新竹縣寶山鄉雙新村,2431,無,2,1216
10004100-002,新竹縣寶山鄉大崎村,1753,中國國民黨,1,1753
10004100-003,新竹縣寶山鄉三峰村,1008,中國國民黨,1,1008
10004100-004,新竹縣寶山鄉新城村,1113,無,1,1113
10004100-006,新竹縣寶山鄉寶斗村,719,中國國民黨,1,719
10004100-005,新竹縣寶山鄉深井村,794,中國國民黨,1,794
10004100-008,新竹縣寶山鄉寶山村,769,無,1,769
10004100-009,新竹縣寶山鄉油田村,593,無,1,593
10004100-007,新竹縣寶山鄉山湖村,529,中國國民黨,1,529
10004110-001,新竹縣峨眉鄉峨眉村,860,中國國民黨,1,860
10004110-002,新竹縣峨眉鄉中盛村,664,無,1,664
10004110-003,新竹縣峨眉鄉石井村,607,無,1,607
10004110-005,新竹縣峨眉鄉七星村,611,無,2,306
10004110-004,新竹縣峨眉鄉富興村,1317,無,1,1317
10004110-006,新竹縣峨眉鄉湖光村,851,無,2,426
10004120-002,新竹縣尖石鄉嘉樂村,806,中國國民黨,2,403
10004120-001,新竹縣尖石鄉義興村,589,無,2,295
10004120-003,新竹縣尖石鄉新樂村,1147,中國國民黨,1,1147
10004120-005,新竹縣尖石鄉錦屏村,1090,中國國民黨,2,545
10004120-004,新竹縣尖石鄉梅花村,589,無,1,589
10004120-006,新竹縣尖石鄉玉峰村,1093,中國國民黨,3,364
10004120-007,新竹縣尖石鄉秀巒村,1385,無,3,462
10004130-001,新竹縣五峰鄉大隘村,1304,中國國民黨,2,652
10004130-004,新竹縣五峰鄉桃山村,1366,無,2,683
10004130-002,新竹縣五峰鄉花園村,661,無,1,661
10004130-003,新竹縣五峰鄉竹林村,346,無,1,346
10005010-001,苗栗縣苗栗市中苗里,1085,中國國民黨,1,1085
10005010-003,苗栗縣苗栗市青苗里,1022,中國國民黨,1,1022
10005010-007,苗栗縣苗栗市維祥里,3308,中國國民黨,3,1103
10005010-006,苗栗縣苗栗市維新里,3725,中國國民黨,3,1242
10005010-004,苗栗縣苗栗市玉清里,2180,無,2,1090
10005010-005,苗栗縣苗栗市玉華里,3563,無,3,1188
10005010-008,苗栗縣苗栗市綠苗里,880,中國國民黨,1,880
10005010-009,苗栗縣苗栗市高苗里,2975,中國國民黨,3,992
10005010-012,苗栗縣苗栗市新苗里,911,無,1,911
10005010-010,苗栗縣苗栗市玉苗里,937,無,1,937
10005010-011,苗栗縣苗栗市大同里,562,中國國民黨,1,562
10005010-014,苗栗縣苗栗市恭敬里,1335,無,1,1335
10005010-023,苗栗縣苗栗市水源里,2384,中國國民黨,2,1192
10005010-013,苗栗縣苗栗市勝利里,3858,無,4,965
10005010-017,苗栗縣苗栗市清華里,3117,中國國民黨,3,1039
10005010-015,苗栗縣苗栗市上苗里,1619,無,2,810
10005010-016,苗栗縣苗栗市北苗里,4939,中國國民黨,4,1235
10005010-018,苗栗縣苗栗市嘉盛里,3492,中國國民黨,3,1164
10005010-019,苗栗縣苗栗市福星里,3942,中國國民黨,3,1314
10005010-025,苗栗縣苗栗市福安里,3246,無,3,1082
10005010-026,苗栗縣苗栗市嘉新里,2910,中國國民黨,3,970
10005010-002,苗栗縣苗栗市建功里,4057,中國國民黨,4,1014
10005010-022,苗栗縣苗栗市福麗里,4958,無,4,1240
10005010-021,苗栗縣苗栗市文山里,3348,中國國民黨,3,1116
10005010-028,苗栗縣苗栗市文聖里,3190,中國國民黨,3,1063
10005010-020,苗栗縣苗栗市新川里,1180,無,1,1180
10005010-027,苗栗縣苗栗市南勢里,1923,無,2,962
10005010-024,苗栗縣苗栗市新英里,1646,無,2,823
10005020-001,苗栗縣苑裡鎮苑東里,2101,無,2,1051
10005020-002,苗栗縣苑裡鎮苑南里,1631,無,2,816
10005020-003,苗栗縣苑裡鎮苑北里,867,無,1,867
10005020-004,苗栗縣苑裡鎮西平里,1491,無,2,746
10005020-005,苗栗縣苑裡鎮苑港里,1205,無,1,1205
10005020-006,苗栗縣苑裡鎮西勢里,1947,無,2,974
10005020-007,苗栗縣苑裡鎮海岸里,1058,無,1,1058
10005020-008,苗栗縣苑裡鎮房裡里,2230,無,2,1115
10005020-009,苗栗縣苑裡鎮客庄里,3810,無,3,1270
10005020-010,苗栗縣苑裡鎮中正里,2055,無,2,1028
10005020-011,苗栗縣苑裡鎮苑坑里,915,無,1,915
10005020-012,苗栗縣苑裡鎮水坡里,644,無,1,644
10005020-013,苗栗縣苑裡鎮新復里,1339,無,1,1339
10005020-014,苗栗縣苑裡鎮山脚里,1429,無,2,715
10005020-015,苗栗縣苑裡鎮舊社里,1793,無,2,897
10005020-016,苗栗縣苑裡鎮福田里,1260,無,1,1260
10005020-017,苗栗縣苑裡鎮石鎮里,564,無,1,564
10005020-018,苗栗縣苑裡鎮蕉埔里,808,無,1,808
10005020-023,苗栗縣苑裡鎮南勢里,712,無,1,712
10005020-020,苗栗縣苑裡鎮泰田里,1614,無,2,807
10005020-021,苗栗縣苑裡鎮上舘里,1659,無,2,830
10005020-022,苗栗縣苑裡鎮玉田里,1717,無,2,859
10005020-019,苗栗縣苑裡鎮社苓里,2202,無,2,1101
10005020-024,苗栗縣苑裡鎮山柑里,1363,無,1,1363
10005020-025,苗栗縣苑裡鎮田心里,1721,無,2,861
10005030-001,苗栗縣通霄鎮通東里,1167,無,1,1167
10005030-002,苗栗縣通霄鎮通西里,2007,無,2,1004
10005030-003,苗栗縣通霄鎮平元里,1828,無,2,914
10005030-024,苗栗縣通霄鎮平安里,2024,無,2,1012
10005030-005,苗栗縣通霄鎮圳頭里,723,無,1,723
10005030-004,苗栗縣通霄鎮梅南里,1530,無,2,765
10005030-006,苗栗縣通霄鎮通南里,2693,無,3,898
10005030-014,苗栗縣通霄鎮內湖里,1818,無,2,909
10005030-015,苗栗縣通霄鎮楓樹里,474,無,1,474
10005030-016,苗栗縣通霄鎮烏眉里,893,中國國民黨,1,893
10005030-017,苗栗縣通霄鎮福龍里,425,無,1,425
10005030-018,苗栗縣通霄鎮福源里,773,無,1,773
10005030-007,苗栗縣通霄鎮城北里,719,無,1,719
10005030-008,苗栗縣通霄鎮城南里,935,無,1,935
10005030-009,苗栗縣通霄鎮南和里,789,無,1,789
10005030-010,苗栗縣通霄鎮福興里,675,無,1,675
10005030-011,苗栗縣通霄鎮坪頂里,1181,無,1,1181
10005030-012,苗栗縣通霄鎮五南里,1291,無,1,1291
10005030-013,苗栗縣通霄鎮五北里,1435,無,2,718
10005030-019,苗栗縣通霄鎮通灣里,2250,無,2,1125
10005030-020,苗栗縣通霄鎮新埔里,1190,無,1,1190
10005030-021,苗栗縣通霄鎮內島里,775,無,1,775
10005030-022,苗栗縣通霄鎮白東里,1379,無,2,690
10005030-023,苗栗縣通霄鎮白西里,764,無,1,764
10005040-001,苗栗縣竹南鎮竹南里,1946,無,2,973
10005040-002,苗栗縣竹南鎮照南里,3139,無,3,1046
10005040-003,苗栗縣竹南鎮正南里,2688,無,2,1344
10005040-004,苗栗縣竹南鎮新南里,3994,無,3,1331
10005040-005,苗栗縣竹南鎮大厝里,4907,無,4,1227
10005040-006,苗栗縣竹南鎮營盤里,3200,中國國民黨,3,1067
10005040-007,苗栗縣竹南鎮聖福里,3180,中國國民黨,3,1060
10005040-008,苗栗縣竹南鎮竹興里,3098,無,3,1033
10005040-025,苗栗縣竹南鎮龍山里,2016,無,2,1008
10005040-024,苗栗縣竹南鎮天文里,1983,無,2,992
10005040-009,苗栗縣竹南鎮龍鳳里,2054,無,2,1027
10005040-010,苗栗縣竹南鎮山佳里,4221,無,4,1055
10005040-023,苗栗縣竹南鎮佳興里,2942,中國國民黨,3,981
10005040-011,苗栗縣竹南鎮中港里,1008,無,1,1008
10005040-012,苗栗縣竹南鎮中華里,2709,無,3,903
10005040-013,苗栗縣竹南鎮中英里,1448,無,2,724
10005040-014,苗栗縣竹南鎮中美里,1973,無,2,987
10005040-015,苗栗縣竹南鎮開元里,934,無,1,934
10005040-016,苗栗縣竹南鎮海口里,3457,無,3,1152
10005040-017,苗栗縣竹南鎮港墘里,1947,無,2,974
10005040-018,苗栗縣竹南鎮公舘里,1188,中國國民黨,1,1188
10005040-019,苗栗縣竹南鎮大埔里,3266,無,3,1089
10005040-020,苗栗縣竹南鎮頂埔里,2146,無,2,1073
10005040-021,苗栗縣竹南鎮崎頂里,3535,無,4,884
10005040-022,苗栗縣竹南鎮公義里,1049,無,1,1049
10005050-001,苗栗縣頭份市流東里,2168,中國國民黨,2,1084
10005050-002,苗栗縣頭份市珊湖里,1713,中國國民黨,2,857
10005050-003,苗栗縣頭份市斗煥里,2942,無,3,981
10005050-004,苗栗縣頭份市新華里,3616,無,3,1205
10005050-005,苗栗縣頭份市興隆里,3957,無,3,1319
10005050-006,苗栗縣頭份市上埔里,2468,無,2,1234
10005050-007,苗栗縣頭份市土牛里,878,無,1,878
10005050-008,苗栗縣頭份市頭份里,3184,中國國民黨,3,1061
10005050-009,苗栗縣頭份市忠孝里,3094,無,3,1031
10005050-030,苗栗縣頭份市自強里,1990,中國國民黨,2,995
10005050-011,苗栗縣頭份市信義里,928,無,1,928
10005050-010,苗栗縣頭份市仁愛里,1518,中國國民黨,2,759
10005050-020,苗栗縣頭份市上興里,1869,中國國民黨,2,935
10005050-021,苗栗縣頭份市下興里,2435,無,2,1218
10005050-012,苗栗縣頭份市和平里,1036,無,1,1036
10005050-016,苗栗縣頭份市山下里,3469,無,3,1156
10005050-015,苗栗縣頭份市後庄里,3533,無,3,1178
10005050-031,苗栗縣頭份市合興里,2392,無,2,1196
10005050-032,苗栗縣頭份市文化里,3005,無,2,1503
10005050-017,苗栗縣頭份市蟠桃里,5198,無,4,1300
10005050-028,苗栗縣頭份市建國里,3391,無,3,1130
10005050-029,苗栗縣頭份市成功里,3465,中國國民黨,3,1155
10005050-013,苗栗縣頭份市民族里,1953,中國國民黨,2,977
10005050-026,苗栗縣頭份市民權里,1885,無,2,943
10005050-014,苗栗縣頭份市東庄里,2955,無,2,1478
10005050-018,苗栗縣頭份市田寮里,3625,中國國民黨,3,1208
10005050-027,苗栗縣頭份市民生里,2197,無,2,1099
10005050-019,苗栗縣頭份市蘆竹里,1370,無,1,1370
10005050-022,苗栗縣頭份市尖山里,1383,無,1,1383
10005050-024,苗栗縣頭份市廣興里,874,中國國民黨,1,874
10005050-023,苗栗縣頭份市尖下里,2611,中國國民黨,2,1306
10005050-025,苗栗縣頭份市濫坑里,2109,無,2,1055
10005060-001,苗栗縣後龍鎮南龍里,1369,無,2,685
10005060-002,苗栗縣後龍鎮中龍里,793,無,1,793
10005060-003,苗栗縣後龍鎮北龍里,1397,無,2,699
10005060-004,苗栗縣後龍鎮大庄里,4032,無,4,1008
10005060-011,苗栗縣後龍鎮東明里,1443,無,2,722
10005060-013,苗栗縣後龍鎮灣寶里,1253,無,1,1253
10005060-014,苗栗縣後龍鎮海寶里,916,無,1,916
10005060-006,苗栗縣後龍鎮豐富里,1236,無,1,1236
10005060-007,苗栗縣後龍鎮校椅里,917,無,1,917
10005060-008,苗栗縣後龍鎮埔頂里,2691,中國國民黨,3,897
10005060-009,苗栗縣後龍鎮新民里,1349,無,2,675
10005060-010,苗栗縣後龍鎮復興里,699,無,1,699
10005060-012,苗栗縣後龍鎮大山里,1513,無,2,757
10005060-005,苗栗縣後龍鎮溪洲里,2261,無,2,1131
10005060-015,苗栗縣後龍鎮外埔里,1007,無,1,1007
10005060-016,苗栗縣後龍鎮海埔里,966,無,1,966
10005060-017,苗栗縣後龍鎮秀水里,744,中國國民黨,1,744
10005060-018,苗栗縣後龍鎮水尾里,1022,無,1,1022
10005060-019,苗栗縣後龍鎮龍津里,601,無,1,601
10005060-020,苗栗縣後龍鎮龍坑里,1255,無,1,1255
10005060-021,苗栗縣後龍鎮福寧里,745,無,1,745
10005060-022,苗栗縣後龍鎮中和里,1092,無,2,546
10005060-023,苗栗縣後龍鎮南港里,1207,無,1,1207
10005070-007,苗栗縣卓蘭鎮老庄里,2062,無,2,1031
10005070-008,苗栗縣卓蘭鎮新榮里,1128,無,1,1128
10005070-001,苗栗縣卓蘭鎮中街里,768,無,1,768
10005070-002,苗栗縣卓蘭鎮新厝里,1584,無,2,792
10005070-004,苗栗縣卓蘭鎮豐田里,1026,無,1,1026
10005070-005,苗栗縣卓蘭鎮西坪里,749,無,2,375
10005070-010,苗栗縣卓蘭鎮苗豐里,769,無,1,769
10005070-003,苗栗縣卓蘭鎮上新里,2100,無,3,700
10005070-009,苗栗縣卓蘭鎮內灣里,2194,無,3,731
10005070-011,苗栗縣卓蘭鎮坪林里,1693,無,1,1693
10005070-006,苗栗縣卓蘭鎮景山里,897,無,1,897
10005080-001,苗栗縣大湖鄉大湖村,1606,無,2,803
10005080-002,苗栗縣大湖鄉明湖村,654,無,1,654
10005080-006,苗栗縣大湖鄉大寮村,1258,無,1,1258
10005080-003,苗栗縣大湖鄉靜湖村,1784,無,2,892
10005080-004,苗栗縣大湖鄉富興村,1396,無,1,1396
10005080-005,苗栗縣大湖鄉大南村,568,無,1,568
10005080-007,苗栗縣大湖鄉南湖村,667,無,1,667
10005080-009,苗栗縣大湖鄉東興村,746,無,1,746
10005080-010,苗栗縣大湖鄉武榮村,499,無,1,499
10005080-008,苗栗縣大湖鄉義和村,1492,無,2,746
10005080-011,苗栗縣大湖鄉栗林村,1001,無,1,1001
10005080-012,苗栗縣大湖鄉新開村,1022,無,1,1022
10005090-001,苗栗縣公館鄉館中村,1563,無,2,782
10005090-002,苗栗縣公館鄉館東村,2329,中國國民黨,2,1165
10005090-003,苗栗縣公館鄉館南村,3315,中國國民黨,3,1105
10005090-005,苗栗縣公館鄉中義村,2265,無,2,1133
10005090-006,苗栗縣公館鄉玉泉村,2224,無,2,1112
10005090-004,苗栗縣公館鄉大坑村,964,無,1,964
10005090-008,苗栗縣公館鄉福基村,1014,無,1,1014
10005090-011,苗栗縣公館鄉福德村,365,無,1,365
10005090-009,苗栗縣公館鄉福星村,1968,無,2,984
10005090-007,苗栗縣公館鄉石墻村,1473,無,2,737
10005090-010,苗栗縣公館鄉開礦村,321,無,1,321
10005090-012,苗栗縣公館鄉五谷村,2194,無,2,1097
10005090-013,苗栗縣公館鄉玉谷村,1407,中國國民黨,1,1407
10005090-014,苗栗縣公館鄉鶴岡村,1554,無,1,1554
10005090-015,苗栗縣公館鄉鶴山村,1454,無,1,1454
10005090-017,苗栗縣公館鄉尖山村,1469,無,1,1469
10005090-016,苗栗縣公館鄉仁安村,1262,無,1,1262
10005090-018,苗栗縣公館鄉南河村,222,中國國民黨,1,222
10005090-019,苗栗縣公館鄉北河村,342,無,1,342
10005100-002,苗栗縣銅鑼鄉銅鑼村,4435,中國國民黨,4,1109
10005100-004,苗栗縣銅鑼鄉樟樹村,1287,無,1,1287
10005100-005,苗栗縣銅鑼鄉九湖村,1194,無,1,1194
10005100-003,苗栗縣銅鑼鄉朝陽村,1672,中國國民黨,2,836
10005100-006,苗栗縣銅鑼鄉竹森村,1104,中國國民黨,1,1104
10005100-001,苗栗縣銅鑼鄉福興村,1034,無,1,1034
10005100-007,苗栗縣銅鑼鄉中平村,3098,中國國民黨,3,1033
10005100-008,苗栗縣銅鑼鄉興隆村,582,中國國民黨,1,582
10005100-009,苗栗縣銅鑼鄉盛隆村,428,中國國民黨,1,428
10005100-010,苗栗縣銅鑼鄉新隆村,561,中國國民黨,1,561
10005110-001,苗栗縣南庄鄉東村,1135,中國國民黨,1,1135
10005110-002,苗栗縣南庄鄉西村,659,無,1,659
10005110-003,苗栗縣南庄鄉南江村,1322,無,1,1322
10005110-008,苗栗縣南庄鄉蓬萊村,857,無,1,857
10005110-009,苗栗縣南庄鄉東河村,967,無,1,967
10005110-004,苗栗縣南庄鄉田美村,805,無,1,805
10005110-005,苗栗縣南庄鄉獅山村,817,中國國民黨,1,817
10005110-006,苗栗縣南庄鄉南富村,1105,無,1,1105
10005110-007,苗栗縣南庄鄉員林村,1026,無,1,1026
10005120-001,苗栗縣頭屋鄉頭屋村,2459,無,2,1230
10005120-004,苗栗縣頭屋鄉獅潭村,1669,無,2,835
10005120-003,苗栗縣頭屋鄉北坑村,743,無,1,743
10005120-005,苗栗縣頭屋鄉曲洞村,915,無,1,915
10005120-006,苗栗縣頭屋鄉飛鳳村,387,中國國民黨,1,387
10005120-002,苗栗縣頭屋鄉象山村,1864,無,2,932
10005120-007,苗栗縣頭屋鄉明德村,1018,中國國民黨,2,509
10005120-008,苗栗縣頭屋鄉鳴鳳村,342,無,1,342
10005130-001,苗栗縣三義鄉廣盛村,4148,中國國民黨,4,1037
10005130-004,苗栗縣三義鄉勝興村,3356,無,3,1119
10005130-006,苗栗縣三義鄉龍騰村,407,中國國民黨,1,407
10005130-002,苗栗縣三義鄉双湖村,1819,無,2,910
10005130-003,苗栗縣三義鄉双潭村,1394,無,2,697
10005130-005,苗栗縣三義鄉西湖村,1453,無,2,727
10005130-007,苗栗縣三義鄉鯉魚潭,1279,無,2,640
10005140-001,苗栗縣西湖鄉高埔村,603,無,1,603
10005140-002,苗栗縣西湖鄉下埔村,579,無,1,579
10005140-003,苗栗縣西湖鄉五湖村,860,無,1,860
10005140-004,苗栗縣西湖鄉四湖村,631,無,1,631
10005140-007,苗栗縣西湖鄉三湖村,947,無,1,947
10005140-006,苗栗縣西湖鄉龍洞村,466,無,1,466
10005140-005,苗栗縣西湖鄉金獅村,509,無,1,509
10005140-008,苗栗縣西湖鄉湖東村,1128,中國國民黨,1,1128
10005140-009,苗栗縣西湖鄉二湖村,667,中國國民黨,1,667
10005150-001,苗栗縣造橋鄉造橋村,2028,無,2,1014
10005150-002,苗栗縣造橋鄉平興村,490,無,1,490
10005150-003,苗栗縣造橋鄉豐湖村,1020,無,1,1020
10005150-004,苗栗縣造橋鄉大西村,3442,無,3,1147
10005150-005,苗栗縣造橋鄉錦水村,510,無,1,510
10005150-006,苗栗縣造橋鄉大龍村,490,無,1,490
10005150-007,苗栗縣造橋鄉朝陽村,1326,無,1,1326
10005150-008,苗栗縣造橋鄉談文村,733,無,1,733
10005150-009,苗栗縣造橋鄉龍昇村,954,無,1,954
10005160-001,苗栗縣三灣鄉三灣村,2167,中國國民黨,2,1084
10005160-002,苗栗縣三灣鄉內灣村,629,中國國民黨,1,629
10005160-003,苗栗縣三灣鄉銅鏡村,871,無,1,871
10005160-004,苗栗縣三灣鄉頂寮村,251,無,1,251
10005160-005,苗栗縣三灣鄉北埔村,550,無,1,550
10005160-006,苗栗縣三灣鄉大河村,588,中國國民黨,1,588
10005160-007,苗栗縣三灣鄉大坪村,416,中國國民黨,1,416
10005160-008,苗栗縣三灣鄉永和村,389,中國國民黨,1,389
10005170-001,苗栗縣獅潭鄉百壽村,346,中國國民黨,1,346
10005170-002,苗栗縣獅潭鄉永興村,566,無,1,566
10005170-003,苗栗縣獅潭鄉新店村,930,中國國民黨,1,930
10005170-004,苗栗縣獅潭鄉和興村,552,無,1,552
10005170-005,苗栗縣獅潭鄉豐林村,596,中國國民黨,1,596
10005170-006,苗栗縣獅潭鄉新豐村,339,無,1,339
10005170-007,苗栗縣獅潭鄉竹木村,693,無,1,693
10005180-001,苗栗縣泰安鄉八卦村,288,無,1,288
10005180-002,苗栗縣泰安鄉錦水村,1080,無,2,540
10005180-003,苗栗縣泰安鄉清安村,871,無,2,436
10005180-004,苗栗縣泰安鄉大興村,478,中國國民黨,1,478
10005180-005,苗栗縣泰安鄉中興村,523,無,1,523
10005180-006,苗栗縣泰安鄉梅園村,451,無,1,451
10005180-007,苗栗縣泰安鄉象鼻村,622,無,1,622
10005180-008,苗栗縣泰安鄉士林村,551,無,1,551
10007010-032,彰化縣彰化市桃源里,2557,中國國民黨,3,852
10007010-034,彰化縣彰化市東興里,1519,中國國民黨,2,760
10007010-038,彰化縣彰化市華北里,1490,無,2,745
10007010-037,彰化縣彰化市華陽里,1812,無,2,906
10007010-035,彰化縣彰化市大同里,1011,中國國民黨,1,1011
10007010-036,彰化縣彰化市永生里,1263,中國國民黨,1,1263
10007010-048,彰化縣彰化市建寶里,2226,無,2,1113
